sku,nombre,precio,stock,categoria,descripcion,imagenUrl
SKU-274,Producto 274,2740.50,274,Juguetes,Descripción del producto 274,https://cdn.example.com/img/274.jpg
SKU-275,,2750.50,275,Libros,Descripción del producto 275,https://cdn.example.com/img/275.jpg
SKU-276,Producto 276,2760.50,276,,Descripción del producto 276,https://cdn.example.com/img/276.jpg
SKU-277,Producto 277,2770.50,277,Belleza,Descripción del producto 277,https://cdn.example.com/img/277.jpg
SKU-278,Producto 278,2780.50,278,Herramientas,Descripción del producto 278,https://cdn.example.com/img/278.jpg
SKU-279,Producto 279,no-es-un-numero,279,Mascotas,Descripción del producto 279,https://cdn.example.com/img/279.jpg
,Producto 280,2800.50,280,Electrónica,Descripción del producto 280,https://cdn.example.com/img/280.jpg
SKU-281,Producto 281,2810.50,281,Hogar,Descripción del producto 281,https://cdn.example.com/img/281.jpg
sku-282,Producto 282,2820.50,282,Ropa,Descripción del producto 282,https://cdn.example.com/img/282.jpg
SKU-283,Producto 283,2830.50,283,Deportes,Descripción del producto 283,https://cdn.example.com/img/283.jpg
SKU-284,Producto 284,2840.50,284,Juguetes,Descripción del producto 284,https://cdn.example.com/img/284.jpg
SKU-285,Producto 285,2850.50,-285,Libros,Descripción del producto 285,https://cdn.example.com/img/285.jpg
SKU-286,,2860.50,286,Alimentos,Descripción del producto 286,https://cdn.example.com/img/286.jpg
,Producto 287,2870.50,287,Belleza,Descripción del producto 287,https://cdn.example.com/img/287.jpg
SKU-288,Producto 288,2880.50,288,Herramientas,Descripción del producto 288,https://cdn.example.com/img/288.jpg
SKU-289,Producto 289,2890.50,289.75,Mascotas,Descripción del producto 289,https://cdn.example.com/img/289.jpg
SKU-262,Producto 290,2900.50,290,Electrónica,Descripción del producto 290,https://cdn.example.com/img/290.jpg
SKU-291,Producto 291,2910.50,291,Hogar,Descripción del producto 291,https://cdn.example.com/img/291.jpg
SKU-292,Producto 292,2920.50,292,Ropa,Descripción del producto 292,https://cdn.example.com/img/292.jpg
SKU-293,Producto 293,2930.50,293,Deportes,Descripción del producto 293,https://cdn.example.com/img/293.jpg
,Producto 294,2940.50,294,Juguetes,Descripción del producto 294,https://cdn.example.com/img/294.jpg
SKU-295,Producto 295,2950.123456,295,Libros,Descripción del producto 295,https://cdn.example.com/img/295.jpg
SKU-296,Producto 296,2960.50,abc,Alimentos,Descripción del producto 296,https://cdn.example.com/img/296.jpg
SKU-297,,2970.50,297,Belleza,Descripción del producto 297,https://cdn.example.com/img/297.jpg
SKU-298,Producto 298,2980.50,298,Herramientas,Descripción del producto 298,https://cdn.example.com/img/298.jpg
SKU-299,Producto 299,-2990.50,299,Mascotas,Descripción del producto 299,https://cdn.example.com/img/299.jpg
SKU-300,Producto 300,3000.50,300,Electrónica,Descripción del producto 300,https://cdn.example.com/img/300.jpg
,Producto 301,3010.50,301,Hogar,Descripción del producto 301,https://cdn.example.com/img/301.jpg
SKU-302,Producto 302,3020.50,302,Ropa,Descripción del producto 302,https://cdn.example.com/img/302.jpg
SKU-303,Producto 303,3030.50,303,Deportes,Descripción del producto 303,https://cdn.example.com/img/303.jpg
SKU-304,Producto 304,3040.50,-304,Juguetes,Descripción del producto 304,https://cdn.example.com/img/304.jpg
SKU-305,Producto 305,3050.50,305,Libros,,https://cdn.example.com/img/305.jpg
SKU-306,Producto 306,3060.50,306.75,Alimentos,Descripción del producto 306,https://cdn.example.com/img/306.jpg
SKU-307,Producto 307,3070.50,307,Belleza,Descripción del producto 307,https://cdn.example.com/img/307.jpg
,Producto 308,3080.50,308,Herramientas,Descripción del producto 308,https://cdn.example.com/img/308.jpg
SKU-309,Producto 309,3090.50,309,Mascotas,Descripción del producto 309,https://cdn.example.com/img/309.jpg
SKU-310,Producto 310,no-es-un-numero,310,Electrónica,Descripción del producto 310,https://cdn.example.com/img/310.jpg
SKU-311,Producto 311,3110.50,311,Hogar,Descripción del producto 311,https://cdn.example.com/img/311.jpg
SKU-312,Producto 312,-3120.50,312,Ropa,Descripción del producto 312,https://cdn.example.com/img/312.jpg
SKU-313,Producto 313,3130.50,313,Deportes,Descripción del producto 313,https://cdn.example.com/img/313.jpg
SKU-314,Producto 314,3140.50,314,Juguetes,Descripción del producto 314,https://cdn.example.com/img/314.jpg
,Producto 315,3150.50,315,Libros,Descripción del producto 315,https://cdn.example.com/img/315.jpg
SKU-316,Producto 316,3160.50,316,Alimentos,Descripción del producto 316,https://cdn.example.com/img/316.jpg
SKU-317,Producto 317,3170.50,317,Belleza,Descripción del producto 317,https://cdn.example.com/img/317.jpg
SKU-318,Producto 318,3180.50,318,HERRAMIENTAS,Descripción del producto 318,https://cdn.example.com/img/318.jpg
SKU-319,,3190.50,319,Mascotas,Descripción del producto 319,https://cdn.example.com/img/319.jpg
SKU-320,Producto 320,3200.50,320,Electrónica,Descripción del producto 320,https://cdn.example.com/img/320.jpg
SKU-321,Producto 321,3210.50,321,Hogar,Descripción del producto 321,https://cdn.example.com/img/321.jpg
,Producto 322,3220.50,322,Ropa,Descripción del producto 322,https://cdn.example.com/img/322.jpg
SKU-323,Producto 323,3230.50,323.75,Deportes,Descripción del producto 323,https://cdn.example.com/img/323.jpg
SKU-324,Producto 324,3240.50,324,Juguetes,Descripción del producto 324,https://cdn.example.com/img/324.jpg
SKU-325,Producto 325,-3250.50,325,Libros,Descripción del producto 325,https://cdn.example.com/img/325.jpg
SKU-326,Producto 326,3260.50,326,Alimentos,Descripción del producto 326,https://cdn.example.com/img/326.jpg
SKU-327,Producto 327,3270.50,327,Belleza,Descripción del producto 327,https://cdn.example.com/img/327.jpg
SKU-328,Producto 328,3280.50,328,Herramientas,Descripción del producto 328,no-es-una-url
,Producto 329,3290.50,329,Mascotas,Descripción del producto 329,https://cdn.example.com/img/329.jpg
SKU-330,,3300.50,330,Electrónica,Descripción del producto 330,https://cdn.example.com/img/330.jpg
SKU-331,Producto 331,3310.50,331,Hogar,Descripción del producto 331,https://cdn.example.com/img/331.jpg
SKU-332,Producto 332,3320.50,332,Ropa,Descripción del producto 332,https://cdn.example.com/img/332.jpg
SKU-333,Producto 333,3330.50,abc,Deportes,Descripción del producto 333,https://cdn.example.com/img/333.jpg
SKU-334,Producto 334,3340.50,334,Juguetes,Descripción del producto 334,https://cdn.example.com/img/334.jpg
SKU-335,Producto 335,3350.50,335,Libros,Descripción del producto 335,https://cdn.example.com/img/335.jpg
,Producto 336,3360.50,336,Alimentos,Descripción del producto 336,https://cdn.example.com/img/336.jpg
SKU-337,Producto 337,3370.50,337,Belleza,Descripción del producto 337,https://cdn.example.com/img/337.jpg
SKU-338,Producto 338,-3380.50,338,Herramientas,Descripción del producto 338,https://cdn.example.com/img/338.jpg
SKU-339,Producto 339,3390.50,339,Mascotas,Descripción del producto 339,https://cdn.example.com/img/339.jpg
SKU-340,Producto 340,3400.50,340.75,Electrónica,Descripción del producto 340,https://cdn.example.com/img/340.jpg
SKU-341,,3410.50,341,Hogar,Descripción del producto 341,https://cdn.example.com/img/341.jpg
SKU-342,Producto 342,3420.50,-342,Ropa,Descripción del producto 342,https://cdn.example.com/img/342.jpg
,Producto 343,3430.50,343,Deportes,Descripción del producto 343,https://cdn.example.com/img/343.jpg
SKU-344,  Producto   344   con   espacios  ,3440.50,344,Juguetes,Descripción del producto 344,https://cdn.example.com/img/344.jpg
SKU-345,Producto 345,3450.50,345,,Descripción del producto 345,https://cdn.example.com/img/345.jpg
SKU-346,Producto 346,3460.50,346,Alimentos,Descripción del producto 346,https://cdn.example.com/img/346.jpg
SKU-347,Producto 347,3470.50,347,Belleza,Descripción del producto 347,https://cdn.example.com/img/347.jpg
SKU-320,Producto 348,3480.50,348,Herramientas,Descripción del producto 348,https://cdn.example.com/img/348.jpg
SKU-349,Producto 349,3490.50,349,Mascotas,Descripción del producto 349,https://cdn.example.com/img/349.jpg
,Producto 350,3500.50,350,Electrónica,Descripción del producto 350,https://cdn.example.com/img/350.jpg
SKU-351,Producto 351,-3510.50,351,Hogar,Descripción del producto 351,https://cdn.example.com/img/351.jpg
SKU-352,,3520.50,352,Ropa,Descripción del producto 352,https://cdn.example.com/img/352.jpg
SKU-353,Producto 353,3530.50,353,Deportes,Descripción del producto 353,https://cdn.example.com/img/353.jpg
SKU-354,Producto 354,3540.123456,354,Juguetes,Descripción del producto 354,https://cdn.example.com/img/354.jpg
SKU-355,Producto 355,3550.50,355,Libros,Descripción del producto 355,https://cdn.example.com/img/355.jpg
SKU-356,Producto 356,3560.50,356,Alimentos,Descripción del producto 356,https://cdn.example.com/img/356.jpg
,Producto 357,3570.50,357,Belleza,Descripción del producto 357,https://cdn.example.com/img/357.jpg
SKU-358,Producto 358,3580.50,358,Herramientas,Descripción del producto 358,https://cdn.example.com/img/358.jpg
SKU-359,Producto 359,3590.50,359,Mascotas,Descripción del producto 359,https://cdn.example.com/img/359.jpg
SKU-360,Producto 360,3600.50,360,Electrónica,Descripción del producto 360,https://cdn.example.com/img/360.jpg
SKU-361,Producto 361,3610.50,-361,Hogar,Descripción del producto 361,https://cdn.example.com/img/361.jpg
SKU-362,Producto 362,3620.50,362,Ropa,Descripción del producto 362,https://cdn.example.com/img/362.jpg
SKU-363,,3630.50,363,Deportes,Descripción del producto 363,https://cdn.example.com/img/363.jpg
,Producto 364,3640.50,364,Juguetes,Descripción del producto 364,https://cdn.example.com/img/364.jpg
SKU-365,Producto 365,3650.50,365,Libros,Descripción del producto 365,https://cdn.example.com/img/365.jpg
SKU-366,Producto 366,3660.50,366,Alimentos,,https://cdn.example.com/img/366.jpg
SKU-367,Producto 367,3670.50,367,Belleza,Descripción del producto 367,https://cdn.example.com/img/367.jpg
SKU-368,Producto 368,3680.50,368,,Descripción del producto 368,https://cdn.example.com/img/368.jpg
SKU-369,Producto 369,3690.50,369,Mascotas,Descripción del producto 369,no-es-una-url
SKU-370,Producto 370,3700.50,abc,Electrónica,Descripción del producto 370,https://cdn.example.com/img/370.jpg
,Producto 371,3710.50,371,Hogar,Descripción del producto 371,https://cdn.example.com/img/371.jpg
SKU-372,Producto 372,no-es-un-numero,372,Ropa,Descripción del producto 372,https://cdn.example.com/img/372.jpg
SKU-373,Producto 373,3730.50,373,Deportes,Descripción del producto 373,https://cdn.example.com/img/373.jpg
SKU-374,,3740.50,374,Juguetes,Descripción del producto 374,https://cdn.example.com/img/374.jpg
SKU-375,Producto 375,3750.50,375,Libros,Descripción del producto 375,https://cdn.example.com/img/375.jpg
sku-376,Producto 376,3760.50,376,Alimentos,Descripción del producto 376,https://cdn.example.com/img/376.jpg
SKU-377,Producto 377,-3770.50,377,Belleza,Descripción del producto 377,https://cdn.example.com/img/377.jpg
,Producto 378,3780.50,378,Herramientas,Descripción del producto 378,https://cdn.example.com/img/378.jpg
SKU-379,Producto 379,3790.50,379,Mascotas,Descripción del producto 379,https://cdn.example.com/img/379.jpg
SKU-380,Producto 380,3800.50,-380,Electrónica,Descripción del producto 380,https://cdn.example.com/img/380.jpg
SKU-381,Producto 381,3810.50,381,Hogar,Descripción del producto 381,https://cdn.example.com/img/381.jpg
SKU-382,Producto 382,3820.50,382,Ropa,Descripción del producto 382,https://cdn.example.com/img/382.jpg
SKU-383,Producto 383,3830.50,383,Deportes,Descripción del producto 383,https://cdn.example.com/img/383.jpg
SKU-384,Producto 384,3840.50,384,Juguetes,Descripción del producto 384,https://cdn.example.com/img/384.jpg
,Producto 385,3850.50,385,Libros,Descripción del producto 385,https://cdn.example.com/img/385.jpg
SKU-386,Producto 386,3860.50,386,Alimentos,Descripción del producto 386,https://cdn.example.com/img/386.jpg
SKU-387,  Producto   387   con   espacios  ,3870.50,387,Belleza,Descripción del producto 387,https://cdn.example.com/img/387.jpg
SKU-388,Producto 388,3880.50,388,Herramientas,Descripción del producto 388,https://cdn.example.com/img/388.jpg
SKU-389,Producto 389,3890.50,389,Mascotas,Descripción del producto 389,https://cdn.example.com/img/389.jpg
SKU-390,Producto 390,-3900.50,390,Electrónica,Descripción del producto 390,https://cdn.example.com/img/390.jpg
SKU-391,Producto 391,3910.50,391.75,Hogar,Descripción del producto 391,https://cdn.example.com/img/391.jpg
,Producto 392,3920.50,392,Ropa,Descripción del producto 392,https://cdn.example.com/img/392.jpg
SKU-393,Producto 393,3930.50,393,Deportes,Descripción del producto 393,https://cdn.example.com/img/393.jpg
SKU-394,Producto 394,3940.50,394,Juguetes,Descripción del producto 394,https://cdn.example.com/img/394.jpg
SKU-395,Producto 395,3950.50,395,Libros,Descripción del producto 395,https://cdn.example.com/img/395.jpg
SKU-396,,3960.50,396,Alimentos,Descripción del producto 396,https://cdn.example.com/img/396.jpg
SKU-397,Producto 397,3970.50,397,Belleza,Descripción del producto 397,https://cdn.example.com/img/397.jpg
SKU-398,Producto 398,3980.50,398,Herramientas,Descripción del producto 398,https://cdn.example.com/img/398.jpg
,Producto 399,3990.50,399,Mascotas,Descripción del producto 399,https://cdn.example.com/img/399.jpg
SKU-400,Producto 400,4000.50,400,Electrónica,Descripción del producto 400,https://cdn.example.com/img/400.jpg
SKU-401,Producto 401,4010.50,401,Hogar,Descripción del producto 401,https://cdn.example.com/img/401.jpg
SKU-402,Producto 402,4020.50,402,Ropa,Descripción del producto 402,https://cdn.example.com/img/402.jpg
SKU-403,Producto 403,-4030.50,403,Deportes,Descripción del producto 403,https://cdn.example.com/img/403.jpg
SKU-404,Producto 404,4040.50,404,Juguetes,Descripción del producto 404,https://cdn.example.com/img/404.jpg
SKU-405,Producto 405,4050.50,405,Libros,Descripción del producto 405,https://cdn.example.com/img/405.jpg
,Producto 406,4060.50,406,Alimentos,Descripción del producto 406,https://cdn.example.com/img/406.jpg
SKU-407,,4070.50,407,Belleza,Descripción del producto 407,https://cdn.example.com/img/407.jpg
SKU-408,Producto 408,4080.50,408.75,Herramientas,Descripción del producto 408,https://cdn.example.com/img/408.jpg
SKU-409,Producto 409,4090.50,409,Mascotas,Descripción del producto 409,https://cdn.example.com/img/409.jpg
SKU-410,Producto 410,4100.50,410,Electrónica,Descripción del producto 410,no-es-una-url
SKU-411,Producto 411,4110.50,411,Hogar,Descripción del producto 411,https://cdn.example.com/img/411.jpg
SKU-412,Producto 412,4120.50,412,Ropa,Descripción del producto 412,https://cdn.example.com/img/412.jpg
,Producto 413,4130.50,413,Deportes,Descripción del producto 413,https://cdn.example.com/img/413.jpg
SKU-414,Producto 414,4140.50,414,,Descripción del producto 414,https://cdn.example.com/img/414.jpg
SKU-415,Producto 415,4150.50,415,Libros,Descripción del producto 415,https://cdn.example.com/img/415.jpg
SKU-416,Producto 416,-4160.50,416,Alimentos,Descripción del producto 416,https://cdn.example.com/img/416.jpg
SKU-417,Producto 417,4170.50,417,Belleza,Descripción del producto 417,https://cdn.example.com/img/417.jpg
SKU-418,,4180.50,418,Herramientas,Descripción del producto 418,https://cdn.example.com/img/418.jpg
SKU-419,Producto 419,4190.50,419,Mascotas,Descripción del producto 419,https://cdn.example.com/img/419.jpg
,Producto 420,4200.50,420,Electrónica,Descripción del producto 420,https://cdn.example.com/img/420.jpg
SKU-421,Producto 421,4210.50,421,Hogar,Descripción del producto 421,https://cdn.example.com/img/421.jpg
SKU-422,Producto 422,4220.50,422,Ropa,Descripción del producto 422,https://cdn.example.com/img/422.jpg
sku-423,Producto 423,4230.50,423,Deportes,Descripción del producto 423,https://cdn.example.com/img/423.jpg
SKU-424,Producto 424,4240.50,424,JUGUETES,Descripción del producto 424,https://cdn.example.com/img/424.jpg
SKU-425,Producto 425,4250.50,425.75,Libros,Descripción del producto 425,https://cdn.example.com/img/425.jpg
SKU-426,Producto 426,4260.50,426,Alimentos,Descripción del producto 426,https://cdn.example.com/img/426.jpg
,Producto 427,4270.50,427,Belleza,Descripción del producto 427,https://cdn.example.com/img/427.jpg
SKU-428,Producto 428,4280.50,428,Herramientas,Descripción del producto 428,https://cdn.example.com/img/428.jpg
SKU-429,,4290.50,429,Mascotas,Descripción del producto 429,https://cdn.example.com/img/429.jpg
SKU-430,  Producto   430   con   espacios  ,4300.50,430,Electrónica,Descripción del producto 430,https://cdn.example.com/img/430.jpg
SKU-431,Producto 431,4310.50,431,Hogar,Descripción del producto 431,https://cdn.example.com/img/431.jpg
